35  122  0   0
33 33 33 33 33 31  0 0 0 0   32 33 33 33 31 0   0 0  0 0  0 0 0 0 0 0 0 0        0 0 0 0 32
33  33 33 33 33 33 33 33  33 33 33 33   33 33 33 33 31 0   0 0  0 0  0 0 0 0 0 0 0 0 0 0 0 0 32
33  33 33 33 33 33 33 33  33 33 33 33   33 33 33 33 31 0   0 0 43 39 39 39 39 39 39 39 39 39 39 39 35 0 32
33  33 33 33 33 33 33 33  33 33  33 33 33 33 33 33 31 0  0 0 41 18 58 18 18 18 18 18 18 18 58 18 18 0 32
33  33 33 33 33 33 33 33  33 33  33 33 33 33 33 33 31  0  0   0 41 18 18 18 18 18 18 60 18 9 18 18 42 0 32
33  33 33 33 33 33 33  33  33 33  33 33 33 33 33 33 31  0  0  0 41 18 18 18 18 18 18 18 18 18 9 18 42 0 32
33  33 33 33 33 33 33 33 33     33  33 33 33 33 33 33 31  0  0 0 41 56 18 18 56 18 18 18 18 18 18 9 42 0 32
33  33 33 33 33 33  33  33   33  33  31 33 33 33 33 33 31 0 0 0  41 58 18 18 18 18 18 58 18 18 18 18 42 0 32
33  33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 31  0   0 0 41 18 9 18 18 57 18 57 18 9 18 18  42 0 32
33  33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 31  0   0 0 41 18 18 9 18 18 18 18 18 18  18 18 42 0 32
33  33 33 33 33  33  33  33  33  33  33  33  33  33  33  33 31  0  0 0 34 38 38 38 38 38 38 38 38 38 38 38 36 0 32
33  33 33 33 33  33  33  33  33  33  33  33  33  33  33  33  31  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32
33  33 33 33 33  33  33  33  33 33  33  33  33  33  33  33  31  0  51 0 0 52 0 0 0 52 0 0 0 51 0 0 0 0 32
33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 31  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 32
33 88    33	29  29  33  29	29  29 29  29	33	0 33 33	33 33 33 33	 33	33 33 33 33	33 33 33 33	33 33 33 33	33 33 33
91	88	88  88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	 
91	8	88  88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88
91	8	88  88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	
91	8	88  88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	 
91	8	88  88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88
91	8	88  88	88	88	88	88	88	88	88	8	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	 
91	8	8	8	8	88	8	8	8	8	88	8	8	8	8	8	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88
91	8	88	88	8	87	8	88	88	8	88	88	88	88	88	88	8	89	88	88	88	88	88	88	88	88	88	8	88	88	88	88	88	88	88
91	8	88	88	8	8	8	88	8	8	88	8	8	8	8	8	8	8	8	8	88	88	88	88	88	88	88	8	88	88	88	88	88	88	88
91	8	88	88	88	88	88	88	8	88	88	8	88	88	88	88	88	88	88	8	88	88	88	88	88	88	88	8	88	88	88	88	88	88	88
91	8	88	88	88	88	88	8	8	88	88	8	8	8	88	88	88	88	88	8	88	88	88	88	88	87	88	8	88	87	87	88	88	88	88
91	8	88	8	8	8	88	8	88	88	88	88	88	8	88	88	88	88	88	8	88	88	88	88	8	8	8	8	8	8	8	8	88	88	88
91	8	88	88	88	8	88	8	8	8	88	88	88	8	88	88	88	88	88	8	88	88	88	88	88	8	88	8	88	88	88	8	88	88	88
91	8	89	87	88	8	89	88	88	8	89	88	88	8	88	88	88	8	8	8	88	87	87	87	88	8	88	8	88	88	88	8	88	88	88
91	8	8	8	88	8	8	8	8	8	8	8	8	8	88	88	88	8	88	88	88	8	8	8	8	8	88	8	88	8	8	8	88	88	88
91	8	8	8	88	88	88	88	88	88	88	87	88	88	88	88	88	8	88	88	88	8	88	88	88	88	88	8	88	88	88	88	88	88  88
88	88	88	8	88	88	87	87	87	88	8	8	8	8	88	88	88	8	8	88	88	8	88	88	88	88	8	8	88	88	88	88	88	88	88
88	88	88	8	88	8	8	8	8	88	8	87	88	8	92	88	88	88	8	88	88	8	88	88	88	88	88	88	88	88	88	88	88	88	88
88	88	88	8	88	8	88	88	8	88	8	8	92	8	89	87	88	88	8	88	88	8	88	88	88	8	8	8	8	8	88	88	88	88	88
88	88	88	8	8	8	88	88	8	88	88	8	92	8	8	8	88	88	8	8	8	8	89	87	87	8	88	88	88	8	8	88	88	88	88
88	88	88	88	88	88	88	88	8	88	88	8	88	88	88	8	92	88	88	88	88	8	8	8	8	8	88	88	88	8	88	88	88	88	88
88	88	88	88	88	88	88	88	8	8	87	8	88	88	91	8	92	88	88	87	87	87	88	88	88	88	88	88	88	8	8	88	88	88	88
88	88	88	88	88	88	88	88	88	8	8	8	88	88	91	8	92	88	91	8	8	8	92	88	88	88	88	88	88	8	88	88	88	88	88
88	88	88	88	88	88	88	88	88	88	88	88	88	88	91	8	92	88	91	8	88	8	92	88	88	87	87	87	87	8	88	88	88	88	88
88	88	88	88	88	88	88	88	88	88	88	88	88	88	91	8	92	88	91	8	88	8	92	88	88	8	8	8	8	8	88	88	88	88	88
88	88	88	88	88	88	88	88	88	88	88	88	88	88	91	8	8	88	91	8	88	8	89	8	88	88	88	8	88	88	88	88	88	88	88
88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	92	91	8	88	8	8	8	92	8	88	88	87	88	88	88	88	88	88
88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	91	8	92	91	8	88	88	88	8	92	8	88	88	8	88	87	87	88	88	88
88	88	88	88	88	88	88	88	88	88	88	88	87	87	87	88	8	92	91	8	88	88	91	8	92	8	8	8	8	8	8	8	88	88	88
88	88	88	88	88	88	88	88	88	88	88	88	8	8	8	8	8	88	91	8	88	88	88	8	92	8	88	88	8	88	88	88	88	88	88
88	88	88	88	88	88	88	88	88	88	88	91	8	88	88	87	87	87	91	8	88	8	8	8	92	8	88	88	8	88	88	88	88	88	88
88	88	88	88	88	88	88	88	88	88	88	91	8	89	88	8	8	8	8	8	88	8	92	88	88	8	88	88	8	88	8	8	8	8	88
88	88	88	88	88	88	88	88	88	88	88	88	8	8	8	8	88	88	88	88	88	8	92	88	88	8	88	88	8	88	8	88	88	88	88
88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	88	88	88	88	91	8	92	88	88	88	88	88	8	88	8	8	8	88	88
88	88	88	88	88	88	88	88	88	88	88	88	88	88	91	8	8	8	88	88	91	8	89	87	87	87	87	88	8	88	88	88	8	88	88
88	88	88	88	88	88	88	88	88	88	88	88	88	88	91	8	88	88	88	88	88	8	8	8	8	8	8	8	8	88	88	88	8	88	88 
88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	88	8	8	8	88	87	87	87	87	87	87	88	8	88	88	88	8	88	88
88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	88	8	8	8	8	8	8	8	8	8	8	88	88	88	8	88	88
88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	88	88	8	88	8	88	88	88	88	88	88	88	88	88	8	8	92
88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	88	88	8	88	8	88	88	88	88	88	88	88	88	88	88	8	92
88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	88	88	8	88	8	88	88	88	88	88	88	88	8	88	88	8	92
88	88	87	87	87	87	87	87	87	87	88	88	88	88	88	8	8	8	88	88	88	88	8	89	88	88	88	88	88	88	8	88	88	8	92
91	8	8	8	8	8	8	8	8	8	8	88	88	88	88	8	89	88	88	88	88	88	8	8	8	8	8	8	8	8	8	88	88	8	92
91	8	88	88	88	88	88	88	88	88	8	88	88	88	88	8	8	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	92
91	8	88	88	88	87	87	87	88	88	8	88	88	88	88	88	88	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	88
91	8	88	88	8	8	8	8	8	88	8	88	88	88	88	88	88	8	8	88	88	88	88	88	88	88	88	88	88	88	88	88	8	8	92
91	8	88	88	8	88	88	88	8	88	8	88	88	88	88	88	88	88	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	92
91	8	88	88	8	88	88	88	8	88	8	88	88	88	88	88	88	88	8	88	88	88	8	8	8	8	8	8	88	88	88	88	88	88	88
91	8	88	88	8	88	88	88	8	88	8	89	87	87	87	87	87	88	8	88	88	88	8	88	88	88	88	8	88	88	88	88	88	8	88
91	8	88	88	8	88	88	88	8	88	8	8	8	8	8	8	8	8	8	88	88	88	8	88	8	8	8	8	88	88	88	88	88	8	92
91	8	88	88	8	88	88	88	8	89	88	88	88	88	88	88	88	88	88	88	88	88	8	88	8	88	88	88	88	88	88	88	88	8	92
91	8	88	88	8	88	88	88	8	8	8	88	88	88	88	88	88	88	88	88	88	88	8	88	8	8	8	88	8	8	8	8	88	8	92
91	8	88	88	8	88	88	88	88	88	8	8	8	88	88	88	88	88	88	88	88	88	8	88	88	88	8	88	8	88	88	8	88	8	92
91	8	88	88	8	88	8	8	8	89	88	88	8	88	88	88	88	88	88	88	88	88	8	88	88	88	8	8	8	88	88	8	8	8	92
91	8	88	88	8	88	8	88	8	8	8	88	8	88	87	88	88	88	88	88	88	88	8	89	88	88	88	88	88	88	88	8	88	88	88
91	8	88	88	8	8	8	88	88	88	8	88	8	88	8	8	8	88	88	88	88	88	8	8	8	8	8	8	88	88	8	8	88	88	91
91	8	88	88	8	88	88	87	87	88	8	88	8	88	8	88	8	88	88	88	88	88	88	88	88	88	8	8	88	88	8	88  88	88	91	
8
91	8	88	91	8	8	8	8	8	8	88	8	88	8	88	8	8   88	88  88  88	88	88	88	88	88	8	88	88	8	88	88	88	88
91	8	89	87	87	87	87	87	87	87	87	88	8	88	8	88	88	8	88	88	88	88	88	88	88	88	8	8	88	8	8	88	88	88
91	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	88	88	8	88	88	8	8	8	88	88	88	8	88	88	8	8	88	88	88
88	88	8	88	88	88	88	88	88	88	88	88	88	88	8	88	8	8	8	88	88	8	92	8	8	8	88	8	88	88	8	8	88	88	88
88	88	8	89	87	87	87	87	87	87	87	87	87	88	8	88	8	88	88	88	88	8	92	88	88	8	88	8	88	88	8	8	88	88	88
88	88	8	8	8	8	8	8	8	8	8	8	8	8	8	88	8	88	87	88	88	8	92	88	88	8	88	8	88	88	8	8	88	88	88
88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	8	8	8	8	8	92	88	88	8	8	8	88	88	8	8	88	88	88 
99	99	99	99	99	99	99	99	99	99	99	99	99	88	88	88  88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88  88  88  88
99	99	99	99	99	99	99	99	99	99	99	99	99  99	99	99	99	99	99	99	99	99	99	99	99	99  99	99	99	99  99	99	99	99  99
99	99	99	99	99	99	99	99	99	99	99	99	99  99	99	99	99	99	99	99	99	99	99	99	99	99  99	99	99	99  99	99	99	99  99
99	99	99	99	99	99	99	99	99	99	99	99	99  99	99	99	99	99	99	99	99	99	99	99	99	99  99	99	99	99  99	99	99	99  99
99	99	99	99	99	99	99	99	99	99	99	99	99  99	99	99	99	99	99	99	99	99	99	99	99	99  99	99	99	99  99	99	99	99  99
99	99	99	99	99	99	99	99	99	99	99	99	99  99	99	99	99	99	99	99	99	99	99	99	99	99  99	99	99	99  99	99	99	99  99
99 99  99  99  99  99  99 13    19  19  19  19  19  19  19  19  19  19  18  19  16  99  99  99  99  99  99  99  99  99  99  99  99  99  99  
99 99  99  99  99  99  99 21 18 18  18  18   18 18 18 18 18 18 18 18 22 99  99  99  99  99  99  99  99  99  99  99  99  99  99  
99 99  99  99  99  99  99 21 58  18 9  18   18 9 56 18 18 18 18 56 22 99  99  99  99  99  99  99  99  99  99  99  99  99  99  
99 99  99  99  99  99  99 21 18  18 18  18   18 18 18 18 18 18 18 18 22 99  99  99  99  99  99  99  99  99  99  99  99  99  99  
99 99  99  99  99  99  99 21  18 18 60  60   60 60 18 18 18 18 18 57 22 99  99  99  99  99  99  99  99  99  99  99  99  99  99  
99 99  99  99  99  99  99 21  18 18 18  18   18 18 56 18 18 18 18 18 22 99  99  99  99  99  99  99  99  99  99  99  99  99  99  
99 99  99  99  99  99  99 21  18 18 18  18   18 18 18 18 57 55 56 55 22 99  99  99  99  99  99  99  99  99  99  99  99  99  99  
99 99  99  99  99  99  99 21 55   18 18  18  18 18 18 18 18 18 18 18 22 99  99  99  99  99  99  99  99  99  99  99  99  99  99  
99 99  99  99  99  99  99 21 55  18 18  18   18 18 18 9 18 55 18 55 22 99  99  99  99  99  99  99  99  99  99  99  99  99  99  
99 99  99  99  99  99  99 21 55  18 18  18   18 18 18 18 9 18 55 58 22 99  99  99  99  99  99  99  99  99  99  99  99  99  99  
99 99  99  99  99  99  99 14 20 20  20  20   20 20 20 20 20 20 20 20 17 99  99  99  99  99  99  99  99  99  99  99  99  99  99  
